key,source_split,trial_split,filename,disease,IC,Blur,LC,quality_class,group_id,group_size,label_is_empty,qa_flags,image_path,label_path,image_sha256,label_sha256,pixel_sha256,image_mode,label_mode,height,width,foreground_pixels,prior_trial_split,fov_path,fov_sha256
train/100_A.png,train,train,100_A.png,A,1,1,1,good,pixel_189ef55d8cd427db6285394e6226be71a4cde8fdca2e49e2f28301c09a27caa4,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/100_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/100_A.png,4137c02fbddc618fe72b07d87bc9a61b8a1f7138cec708ce4b91422b529ec061,8cfc461b44024ad1670d77dcdc1da868920cd8939c592ef1092edffa212d93d0,189ef55d8cd427db6285394e6226be71a4cde8fdca2e49e2f28301c09a27caa4,RGB,RGB,2048,2048,314052,deferred,releases/development_v1/fov/100_A.png,08a916ae60b2eb0e7fafbcb63c76f3df10f679ce3994f9a18e9e817d83db7b9f
train/101_A.png,train,train,101_A.png,A,1,1,1,good,pixel_3aa98c1852e068129bc6a6cdcceba0b23329a78714b932d0e4b6b1e202147fdb,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/101_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/101_A.png,8d392ad92ceb94747a492fb9c33a00e87949577b85aa18e31cf1bd1adc07cf6b,a604ed8c9d98b39cbbecac7398703096754a6a491cd5bf6118f53f163036b6c2,3aa98c1852e068129bc6a6cdcceba0b23329a78714b932d0e4b6b1e202147fdb,RGB,RGB,2048,2048,319016,smoke_train,releases/development_v1/fov/101_A.png,4030abb80294b7ebdd4a6673e6e54ca92ff1c402f73068669711cf077f4202fe
train/102_A.png,train,train,102_A.png,A,0,1,1,poor,pixel_d5a0fab0bdff7aae8f8d0c74f18d1e79a39a10f9c84f0e54f8d651328b9f9078,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/102_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/102_A.png,8e294ccd247939dbeee8596b378adb7959309aa4717206397842d655c568be06,6ecb48f4a907fcfb1b91cc19a5be00495c26bb0ca5adcdd2872d0f565f191857,d5a0fab0bdff7aae8f8d0c74f18d1e79a39a10f9c84f0e54f8d651328b9f9078,RGB,RGB,2048,2048,299097,deferred,releases/development_v1/fov/102_A.png,537ee607aea80c19a4d77df477e782a2864be7620dad430e2997d5db7a89fbee
train/103_A.png,train,train,103_A.png,A,1,1,1,good,pixel_6258f7c071ac2d59fb32c7b6121b6ef00398d8e63385c4ad719cb90d8c25b7f4,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/103_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/103_A.png,0550a454f82eae29221cffa43d81c25471eee634e7aaf2956670e7955f964f79,541a6630d9edf4e0e2512dbc44cb885327d1b57dd1041e4313bd355d47563ae5,6258f7c071ac2d59fb32c7b6121b6ef00398d8e63385c4ad719cb90d8c25b7f4,RGB,RGB,2048,2048,331422,deferred,releases/development_v1/fov/103_A.png,7618c3a7425c4a1b747f571f08814be225f13a44f6606488d4d9a553e8b9577e
train/104_A.png,train,train,104_A.png,A,1,1,1,good,pixel_5408ee1d61aff7cd464f4ecbcac42e31052348b84fc03737e81bd72e187ad6ac,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/104_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/104_A.png,73af4f375530383610a426b051dd78d4df44c9f2459b52a36ac6a125cb53019d,1ca1abf9d73a298b2438acdcbd7568c40679dec9c42fae1859b285d17f4ba44c,5408ee1d61aff7cd464f4ecbcac42e31052348b84fc03737e81bd72e187ad6ac,RGB,RGB,2048,2048,328297,deferred,releases/development_v1/fov/104_A.png,1c0b7e41cada8bc1b93735da566047eca3e3f802ac497996e18b71e3cf902003
train/106_A.png,train,train,106_A.png,A,1,0,1,poor,pixel_9ce0cabff3c39337a4f63a6d2f3a385cf7899bd2f12ed39e95f3802bfd2314fa,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/106_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/106_A.png,638adcc011af5490c5842bb638d029b8175a184131e202016fdc0d7ccf039d78,d12467aba4e250d4d54604df283801961b415bbdfb01e20a541ee45da58b8a3b,9ce0cabff3c39337a4f63a6d2f3a385cf7899bd2f12ed39e95f3802bfd2314fa,RGB,RGB,2048,2048,216679,deferred,releases/development_v1/fov/106_A.png,13ccb94da97ae8602bf9af487602e47ccff10e40460a4b3cc1ffd14c8a39eb06
train/107_A.png,train,train,107_A.png,A,1,0,1,poor,pixel_80ac67847f0ca83a9a3e81a796aa573a7ab927d36118a6d6017b22a6665aaa5e,1,0,opaque_rgba_label,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/107_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/107_A.png,350778860b97e2216407c45101f0605ed99fee3ad46d5ab9b5b2c3a741e35fa8,a6edd7a783fd13eefab4e4324a8995b20e77a836dacee4a51a5e2902a8493f60,80ac67847f0ca83a9a3e81a796aa573a7ab927d36118a6d6017b22a6665aaa5e,RGB,RGBA,2048,2048,246441,deferred,releases/development_v1/fov/107_A.png,b1b673f355211da6c30d8f5b6a1dc14761b7f2a640511ee2dd911da28e1bb231
train/108_A.png,train,train,108_A.png,A,1,0,1,poor,pixel_a91715d34ad3a90451d3b440baeb7f0a4ba61101ca16aff30e96e8d735032cff,1,0,opaque_rgba_label,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/108_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/108_A.png,8a730913aa92b8671d8c0e2a0c06dc91cee4a7269d56fb31bd305fd9b1dd2f06,0d7a3e095bd81be68f7bb43a0f8130abe8f2de2c4a499092cbfbdd4f8875ca83,a91715d34ad3a90451d3b440baeb7f0a4ba61101ca16aff30e96e8d735032cff,RGB,RGBA,2048,2048,230738,deferred,releases/development_v1/fov/108_A.png,c1df98a7857ac35cdd1ddfaa7d98446317159357d0cb2adfe5e43111227148b3
train/109_A.png,train,train,109_A.png,A,1,0,1,poor,pixel_4980801094b08dfe342ce12e7210ba3669e93397b12888dda04d6f5a2aad2e04,1,0,opaque_rgba_label,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/109_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/109_A.png,7103299a9ad22df1efe611a46630f305fcaf37b471fd92e0cf7a1ac42f6c3526,9221fcfdd1bc35c2e6ba7d57dc33ea68b9e6ec20ea103fd6262d480930f2022c,4980801094b08dfe342ce12e7210ba3669e93397b12888dda04d6f5a2aad2e04,RGB,RGBA,2048,2048,199460,smoke_train,releases/development_v1/fov/109_A.png,93627df5794786435df813689ceeafb7c39ff1b53463eaffe3a501d3a45039d7
train/10_A.png,train,train,10_A.png,A,1,1,1,good,pixel_3463afa3d3582f2a65455d0bfa453522ba725d251389727fa9d54fcf4cae214a,1,0,,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/10_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/10_A.png,ef17d492d81004f3ff10fc3566caa7aba516841295da88cf6d26f934b67157d8,a23d7fdce1f95025fd68b2c3918fb8e324d219b3a0b6dd6d14a9bac13d2b2a3d,3463afa3d3582f2a65455d0bfa453522ba725d251389727fa9d54fcf4cae214a,RGB,RGB,2048,2048,273739,deferred,releases/development_v1/fov/10_A.png,2f7847ea68c8ef2bf670d66f1b69a37850e57c781d63287db6f2a4cd2a6a3405
train/111_A.png,train,train,111_A.png,A,1,1,1,good,pixel_0f15ccd3d483aa1fd9b06e8b7e11cc43b56b33faf999306b6914333a3cdad30f,1,0,opaque_rgba_label,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Original/111_A.png,data_checks/fives_download_2026-09-04/datasets/FIVES/train/Ground truth/111_A.png,d9b5953006fe8da6ff0438c485d7f0de379cfdcf08c00154461266aa6761bf3c,6db863661a93d74bebc67d22c96546efb869bfd7ad1873570b9fcb750bdd2f1c,0f15ccd3d483aa1fd9b06e8b7e11cc43b56b33faf999306b6914333a3cdad30f,RGB,RGBA,2048,2048,143751,deferred,releases/development_v1/fov/111_A.png,337ea6d6da729bfa4e9df6ce3ef5de43a667fc07916b143c2fb3238545a9d711
